List;Item;Order;Target;Sentence;CritWord;LSA to correct;
5;116;verb-final;correct;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het haar zat na zijn wiskundetoets.;haar;NA;
1;116;verb-final;literal;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het kapsel zat na zijn wiskundetoets.;kapsel;0,66;
3;116;verb-final;unrelated;Matthijs had in paniek zijn moeder gebeld, omdat hij met zijn handen in het bedrag zat na zijn wiskundetoets.;bedrag;0,08;
5;117;verb-final;correct;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in huis viel eerlijk gezegd.;huis;NA;
1;117;verb-final;literal;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in raam viel eerlijk gezegd.;raam;0,36;
3;117;verb-final;unrelated;Sofia schrok nogal van Michaels plotselinge mededeling, omdat hij met de deur in rits viel eerlijk gezegd.;rits;0,05;
5;118;verb-final;correct;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de steek liet na de geboorte.;steek;NA;
1;118;verb-final;literal;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de wesp liet na de geboorte.;wesp;0,60;
3;118;verb-final;unrelated;Maria moest Arjen alleen opvoeden, omdat zijn vader haar in de doos liet na de geboorte.;doos;0,13;
5;119;verb-final;correct;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de boter viel voor die baan.;boter;NA;
1;119;verb-final;literal;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de melk viel voor die baan.;melk;0,78;
3;119;verb-final;unrelated;Het bleek dat Jolien op het juiste moment solliciteerde, omdat ze met haar neus in de herfst viel voor die baan.;herfst;0,04;
5;120;verb-final;correct;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het zeil hield thuis.;zeil;NA;
1;120;verb-final;literal;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het roer hield thuis.;roer;0,58;
3;120;verb-final;unrelated;Stijns ouders konden gerust een avondje uitgaan, omdat de oppas een oogje in het schema hield thuis.;schema;0,06;
5;121;verb-final;correct;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op sokken was in werkelijkheid.;sokken;NA;
1;121;verb-final;literal;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op enkels was in werkelijkheid.;enkels;0,39;
3;121;verb-final;unrelated;Volgens Welmoed loog Thijs dat hij nooit bang was, omdat hij een held op molens was in werkelijkheid.;molens;0,04;
5;122;verb-final;correct;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de leeuw bevonden in de finale.;leeuw;NA;
1;122;verb-final;literal;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de manen bevonden in de finale.;manen;0,34;
3;122;verb-final;unrelated;De Ajax-spelers liepen gespannen het stadion binnen, omdat ze zich in het hol van de lift bevonden in de finale.;lift;0,03;
5;123;verb-final;correct;Hessel had geen derde biertje moeten nemen, omdat het hek van de dam was daarna.;dam;NA;
1;123;verb-final;literal;Hessel had geen derde biertje moeten nemen, omdat het hek van de bever was daarna.;bever;0,21;
3;123;verb-final;unrelated;Hessel had geen derde biertje moeten nemen, omdat het hek van de hoed was daarna.;hoed;0,01;
5;124;verb-final;correct;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de ring gooide vorige maand.;ring;NA;
1;124;verb-final;literal;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de cirkel gooide vorige maand.;cirkel;0,23;
3;124;verb-final;unrelated;Ondanks heel veel rijlessen had Lotte nog geen rijbewijs, omdat ze de handdoek in de kwal gooide vorige maand.;kwal;0,01;
5;125;verb-final;correct;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de keel kreeg opeens.;keel;NA;
1;125;verb-final;literal;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de stem kreeg opeens.;stem;0,36;
3;125;verb-final;unrelated;In de puberteit veranderde de stem van Jan Smit, omdat hij de baard in de rots kreeg opeens.;rots;0,06;
5;126;verb-final;correct;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn kop sloeg met haar opmerking.;kop;NA;
1;126;verb-final;literal;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn staart sloeg met haar opmerking.;staart;0,52;
3;126;verb-final;unrelated;Jonathan gaf Annemarie volkomen gelijk, omdat ze de spijker op zijn gum sloeg met haar opmerking.;gum;0,03;
5;127;verb-final;correct;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het brood liet eten natuurlijk.;brood;NA;
1;127;verb-final;literal;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het ontbijt liet eten natuurlijk.;ontbijt;0,51;
3;127;verb-final;unrelated;Berber eiste uitbetaling van haar overuren, omdat ze zich niet de kaas van het staal liet eten natuurlijk.;staal;0,00;
5;128;verb-final;correct;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de balk gooide op Ibiza.;balk;NA;
1;128;verb-final;literal;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de ezel gooide op Ibiza.;ezel;0,04;
3;128;verb-final;unrelated;Moeder was bang dat Ferry na de vakantie blut zou zijn, omdat hij geld over de grap gooide op Ibiza.;grap;0,05;
5;129;verb-final;correct;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn geld kreeg afgelopen weekend.;geld;NA;
1;129;verb-final;literal;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn bank kreeg afgelopen weekend.;bank;0,33;
3;129;verb-final;unrelated;De Utrechtsupporter had geen spijt van zijn seizoenskaart, omdat hij waar voor zijn heks kreeg afgelopen weekend.;heks;0,07;
5;130;verb-final;correct;Koen was helemaal schor, omdat hij zich de longen uit het lijf schreeuwde tijdens de voetbalwedstrijd.;lijf;NA;
1;130;verb-final;literal;Koen was helemaal schor, omdat hij zich de longen uit het zweet schreeuwde tijdens de voetbalwedstrijd.;zweet;0,38;
3;130;verb-final;unrelated;Koen was helemaal schor, omdat hij zich de longen uit het kruid schreeuwde tijdens de voetbalwedstrijd.;kruid;0,03;
5;131;verb-final;correct;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de tak sprong als het ware.;tak;NA;
1;131;verb-final;literal;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de bos sprong als het ware.;bos;0,17;
3;131;verb-final;unrelated;Denise vond Joukes verhaal nogal chaotisch, omdat hij van de hak op de kip sprong als het ware.;kip;0,08;
5;132;verb-final;correct;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het gras schuilde zoals altijd.;gras;NA;
1;132;verb-final;literal;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het veld schuilde zoals altijd.;veld;0,40;
3;132;verb-final;unrelated;Dennis geloofde niet in die reclamestunt, omdat er een addertje onder het loon schuilde zoals altijd.;loon;0,04;
5;133;verb-final;correct;Het was niet te missen dat Joep blij was, omdat hij een gat in de lucht sprong zaterdagochtend.;lucht;NA;
1;133;verb-final;literal;Het was niet te missen dat Joep blij was, omdat hij een gat in de vogel sprong zaterdagochtend.;vogel;0,20;
3;133;verb-final;unrelated;Het was niet te missen dat Joep blij was, omdat hij een gat in de drop sprong zaterdagochtend.;drop;0,07;
5;134;verb-final;correct;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de pap hadden bij het bestuur.;pap;NA;
1;134;verb-final;literal;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de rijst hadden bij het bestuur.;rijst;0,23;
3;134;verb-final;unrelated;De aandeelhouders konden het beleidsplan sterk beïnvloeden, omdat ze een vinger in de kei hadden bij het bestuur.;kei;0,03;
5;135;verb-final;correct;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de wond strooide bij de coureur.;wond;NA;
1;135;verb-final;literal;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de snee strooide bij de coureur.;snee;0,37;
3;135;verb-final;unrelated;Max Verstappen weigerde na zijn nederlaag over de race te praten, omdat dat zout in de poef strooide bij de coureur.;poef;0,03;
6;136;verb-final;correct;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de wijn deed uiteindelijk.;wijn;NA;
2;136;verb-final;literal;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de fles deed uiteindelijk.;fles;0,42;
4;136;verb-final;unrelated;De lerarenstaking had blijkbaar effect gehad, omdat het schoolbestuur water bij de jeuk deed uiteindelijk.;jeuk;0,09;
6;137;verb-final;correct;Uiteindelijk wist iedereen van Robs ontslag, omdat hij het gesprek van de dag was op kantoor.;dag;NA;
2;137;verb-final;literal;Uiteindelijk wist iedereen van Robs ontslag, omdat hij het gesprek van de nacht was op kantoor.;nacht;0,54;
4;137;verb-final;unrelated;Uiteindelijk wist iedereen van Robs ontslag, omdat hij het gesprek van de rups was op kantoor.;rups;0,07;
6;138;verb-final;correct;Jaap kon gelukkig net rondkomen, omdat hij het hoofd boven water hield met kleine klusjes.;water;NA;
2;138;verb-final;literal;Jaap kon gelukkig net rondkomen, omdat hij het hoofd boven zee hield met kleine klusjes.;zee;0,27;
4;138;verb-final;unrelated;Jaap kon gelukkig net rondkomen, omdat hij het hoofd boven motor hield met kleine klusjes.;motor;0,07;
6;139;verb-final;correct;Loes mocht blij zijn dat ze nog leefde, omdat ze door het oog van de naald kroop vorig jaar.;naald;NA;
2;139;verb-final;literal;Loes mocht blij zijn dat ze nog leefde, omdat ze door het oog van de prik kroop vorig jaar.;prik;0,11;
4;139;verb-final;unrelated;Loes mocht blij zijn dat ze nog leefde, omdat ze door het oog van de kleur kroop vorig jaar.;kleur;0,02;
6;140;verb-final;correct;Andries was nog altijd verdrietig over zijn gedwongen ontslag, omdat hij achter de geraniums zat sindsdien.;geraniums;NA;
2;140;verb-final;literal;Andries was nog altijd verdrietig over zijn gedwongen ontslag, omdat hij achter de bloemen zat sindsdien.;bloemen;0,27;
4;140;verb-final;unrelated;Andries was nog altijd verdrietig over zijn gedwongen ontslag, omdat hij achter de dansers zat sindsdien.;dansers;0,08;
6;141;verb-final;correct;De voorwaardelijke celstraf motiveerde Marcel om zich te gedragen, omdat hij een stok achter de deur had immers.;deur;NA;
2;141;verb-final;literal;De voorwaardelijke celstraf motiveerde Marcel om zich te gedragen, omdat hij een stok achter de klink had immers.;klink;0,67;
4;141;verb-final;unrelated;De voorwaardelijke celstraf motiveerde Marcel om zich te gedragen, omdat hij een stok achter de fout had immers.;fout;0,21;
6;142;verb-final;correct;Tom kon nu niet aan zijn muziekstuk werken, omdat hij aan de slag ging met zijn brommer.;slag;NA;
2;142;verb-final;literal;Tom kon nu niet aan zijn muziekstuk werken, omdat hij aan de mep ging met zijn brommer.;mep;0,15;
4;142;verb-final;unrelated;Tom kon nu niet aan zijn muziekstuk werken, omdat hij aan de dop ging met zijn brommer.;dop;0,15;
6;143;verb-final;correct;Peter had met Martine te doen, omdat ze van de regen in de drup belandde door haar ziekte.;drup;NA;
2;143;verb-final;literal;Peter had met Martine te doen, omdat ze van de regen in de kraan belandde door haar ziekte.;kraan;0,30;
4;143;verb-final;unrelated;Peter had met Martine te doen, omdat ze van de regen in de wolf belandde door haar ziekte.;wolf;0,03;
6;144;verb-final;correct;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, omdat hij zich in de vingers sneed met die actie.;vingers;NA;
2;144;verb-final;literal;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, omdat hij zich in de schouders sneed met die actie.;schouders;0,64;
4;144;verb-final;unrelated;Tijdens zijn proefverlof had Kevin beter niet kunnen stelen, omdat hij zich in de bonnen sneed met die actie.;bonnen;0,05;
6;145;verb-final;correct;Het was onduidelijk of Lieve zou komen, omdat ze een slag om de arm hield voorlopig.;arm;NA;
2;145;verb-final;literal;Het was onduidelijk of Lieve zou komen, omdat ze een slag om de borst hield voorlopig.;borst;0,46;
4;145;verb-final;unrelated;Het was onduidelijk of Lieve zou komen, omdat ze een slag om de mug hield voorlopig.;mug;0,04;
6;146;verb-final;correct;Anita vond de acteur nogal arrogant, omdat hij uit de hoogte deed over zijn acteerkunsten.;hoogte;NA;
2;146;verb-final;literal;Anita vond de acteur nogal arrogant, omdat hij uit de berg deed over zijn acteerkunsten.;berg;0,23;
4;146;verb-final;unrelated;Anita vond de acteur nogal arrogant, omdat hij uit de appel deed over zijn acteerkunsten.;appel;0,05;
6;147;verb-final;correct;De oppositie kon de belastingverhoging niet tegenhouden, omdat de minister voet bij stuk hield helaas.;stuk;NA;
2;147;verb-final;literal;De oppositie kon de belastingverhoging niet tegenhouden, omdat de minister voet bij deel hield helaas.;deel;0,28;
4;147;verb-final;unrelated;De oppositie kon de belastingverhoging niet tegenhouden, omdat de minister voet bij zalm hield helaas.;zalm;-0,02;
6;148;verb-final;correct;Olivier moest zijn plannen plotseling wijzigen, omdat er een kink in de kabel kwam door de treinstaking.;kabel;NA;
2;148;verb-final;literal;Olivier moest zijn plannen plotseling wijzigen, omdat er een kink in de draad kwam door de treinstaking.;draad;0,14;
4;148;verb-final;unrelated;Olivier moest zijn plannen plotseling wijzigen, omdat er een kink in de luier kwam door de treinstaking.;luier;-0,01;
6;149;verb-final;correct;In korte tijd werd Guus Meeuwis beroemd, omdat hij aan de weg timmerde met zijn muziek.;weg;NA;
2;149;verb-final;literal;In korte tijd werd Guus Meeuwis beroemd, omdat hij aan de baan timmerde met zijn muziek.;baan;0,35;
4;149;verb-final;unrelated;In korte tijd werd Guus Meeuwis beroemd, omdat hij aan de mok timmerde met zijn muziek.;mok;0,06;
6;150;verb-final;correct;De Groningse aardbevingslachtoffers voelden zich machteloos, omdat ze met de rug tegen de muur stonden zo onderhand.;muur;NA;
2;150;verb-final;literal;De Groningse aardbevingslachtoffers voelden zich machteloos, omdat ze met de rug tegen de steen stonden zo onderhand.;steen;0,34;
4;150;verb-final;unrelated;De Groningse aardbevingslachtoffers voelden zich machteloos, omdat ze met de rug tegen de koek stonden zo onderhand.;koek;0,02;
6;151;verb-final;correct;Aafke baalde van de regenbui, omdat het tuinfeest in de soep liep met dit weer.;soep;NA;
2;151;verb-final;literal;Aafke baalde van de regenbui, omdat het tuinfeest in de groenten met dit weer.;groenten;0,35;
4;151;verb-final;unrelated;Aafke baalde van de regenbui, omdat het tuinfeest in de pest liep met dit weer.;pest;0,03;
6;152;verb-final;correct;Ruben kon de chocoladetaart moeilijk weerstaan, omdat het water hem in de mond liep bij de bakker.;mond;NA;
2;152;verb-final;literal;Ruben kon de chocoladetaart moeilijk weerstaan, omdat het water hem in de hap liep bij de bakker.;hap;0,50;
4;152;verb-final;unrelated;Ruben kon de chocoladetaart moeilijk weerstaan, omdat het water hem in de duif liep bij de bakker.;duif;0,04;
6;153;verb-final;correct;Max merkte dat Jasmijn uitgeput was, omdat ze als een blok in slaap viel naast hem.;slaap;NA;
2;153;verb-final;literal;Max merkte dat Jasmijn uitgeput was, omdat ze als een blok in bed viel naast hem.;bed;0,72;
4;153;verb-final;unrelated;Max merkte dat Jasmijn uitgeput was, omdat ze als een blok in koor viel naast hem.;koor;0,05;
6;154;verb-final;correct;Felicia reageerde nogal afwezig, omdat ze met haar hoofd in de wolken was vanwege het huwelijksaanzoek.;wolken;NA;
2;154;verb-final;literal;Felicia reageerde nogal afwezig, omdat ze met haar hoofd in de regen was vanwege het huwelijksaanzoek.;regen;0,63;
4;154;verb-final;unrelated;Felicia reageerde nogal afwezig, omdat ze met haar hoofd in de lepels was vanwege het huwelijksaanzoek.;lepels;0,07;
6;155;verb-final;correct;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, omdat hij van een mug een olifant maakte in de supermarkt.;olifant;NA;
2;155;verb-final;literal;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, omdat hij van een mug een slurf maakte in de supermarkt.;slurf;0,32;
4;155;verb-final;unrelated;Annabel vond Boudewijns woede-uitbarsting nogal overdreven, omdat hij van een mug een kantoor maakte in de supermarkt.;kantoor;0,07;
6;156;verb-final;correct;Als ondernemer kon Erik moeilijk een dag vrij nemen, omdat hij geen brood op de plank had in dat geval.;plank;NA;
2;156;verb-final;literal;Als ondernemer kon Erik moeilijk een dag vrij nemen, omdat hij geen brood op de vloer had in dat geval.;vloer;0,35;
4;156;verb-final;unrelated;Als ondernemer kon Erik moeilijk een dag vrij nemen, omdat hij geen brood op de sfeer had in dat geval.;sfeer;0,03;
6;157;verb-final;correct;De vrijwilligers waardeerden Henks toespraak zeer, omdat hij hen een hart onder de riem stak daarmee.;riem;NA;
2;157;verb-final;literal;De vrijwilligers waardeerden Henks toespraak zeer, omdat hij hen een hart onder de gesp stak daarmee.;gesp;0,38;
4;157;verb-final;unrelated;De vrijwilligers waardeerden Henks toespraak zeer, omdat hij hen een hart onder de knol stak daarmee.;knol;-0,03;
6;158;verb-final;correct;Het pianoconcert ontving lovende recencies, omdat de pianiste de sterren van de hemel speelde vrijdagavond.;hemel;NA;
2;158;verb-final;literal;Het pianoconcert ontving lovende recencies, omdat de pianiste de sterren van de engel speelde vrijdagavond.;engel;0,41;
4;158;verb-final;unrelated;Het pianoconcert ontving lovende recencies, omdat de pianiste de sterren van de zenuw speelde vrijdagavond.;zenuw;0,02;
6;159;verb-final;correct;Veerle dacht dat Lucas erg verlegen was, omdat hij de kat uit de boom keek bij de borrel.;boom;NA;
2;159;verb-final;literal;Veerle dacht dat Lucas erg verlegen was, omdat hij de kat uit de stam keek bij de borrel.;stam;0,86;
4;159;verb-final;unrelated;Veerle dacht dat Lucas erg verlegen was, omdat hij de kat uit de gids keek bij de borrel.;gids;0,01;
6;160;verb-final;correct;De winnende wielrenner was nu volledig uitgeput, omdat hij het onderste uit de kan haalde in de eindsprint.;kan;NA;
2;160;verb-final;literal;De winnende wielrenner was nu volledig uitgeput, omdat hij het onderste uit de kruik haalde in de eindsprint.;kruik;0,33;
4;160;verb-final;unrelated;De winnende wielrenner was nu volledig uitgeput, omdat hij het onderste uit de flat haalde in de eindsprint.;flat;0,12;
6;161;verb-final;correct;Jelle was blij met de uitgestelde deadline, omdat dat de druk van de ketel haalde voor nu.;ketel;NA;
2;161;verb-final;literal;Jelle was blij met de uitgestelde deadline, omdat dat de druk van de pot haalde voor nu.;pot;0,50;
4;161;verb-final;unrelated;Jelle was blij met de uitgestelde deadline, omdat dat de druk van de robot haalde voor nu.;robot;0,06;
6;162;verb-final;correct;De politie moest een einde maken aan het feestje, omdat het uit de hand liep zaterdag.;hand;NA;
2;162;verb-final;literal;De politie moest een einde maken aan het feestje, omdat het uit de palm liep zaterdag.;palm;0,43;
4;162;verb-final;unrelated;De politie moest een einde maken aan het feestje, omdat het uit de film liep zaterdag.;film;0,03;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
